contribution_date,new_date,id,energy_source,clean_cooking,title,mapper,contributor,purp_prob_sol_description),solution_link,sol_open_source,sol_Intellectual_Property,sol_replication_training,total_sol_unit_cost,prototype,product,product_availability,product_advance_order,solution_trl,solution_diffused,end-user_feedback,efficiency_benchmarks,bottlenecks,sdg_tag_1,sdg_tag_2,sdg_tag_3,sdg_tag_4,sdg_tag_5,thematic_tag_1,thematic_tag_2,thematic_tag_3,thematic_tag_4,thematic_tag_5,Latitude ,Longitude ,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,country,regional_bureau,trl_level,sol_type
Tue May 17 2022 22:20:08 GMT+0000 (Coordinated Universal Time),Tue May 17 2022 22:20:08,4785,Solar,,IluPanama,AccLab Panama,Contributor 228,"ilupanama is a solar service provider for off-grid and grid-poor households in Panama. Customers choose between four different energy Plans, each with a monthly rate. As the customer's electricity service provider, ilupanama provides all routine and corrective maintenance, regular customer care, and easy, flexible payment options. All ilupanama Plans include our innovative metering feature, which provides customers with:  1) visibility of their consumption 2) hardware protection and 3) easy payment reminders. Meters transmit data via an LPWAN network, enabling data collection in offline locations, providing unprecedented access to information on electricity generation and consumption in off-grid and grid-poor areas. ilupanama is building the next-generation utility for Panama. Our purpose is for all families to have power! ilupanama is an affiliate of ilumexico, a solar service provider in Mexico, Colombia (Soluna Energa), and Tribal Lands of the USA (Navajo Power Home).",https://comunidad.socialab.com/challenges/Innovarparaconectar-panama/idea/149067,,,,,,x,x,,"Proven implementation of product, service or process at scale","ilupanama is an affiliate of ilumexico, a solar service provider in Mexico, Colombia (Soluna Energa), and Tribal Lands of the USA (Navajo Power Home). So there has been considerable diffusion of their model already. Not user feedback available, but could be obtained.",,,Needs further examination.,7.0,,,,,clean energy,solar energy,,,,8.9953966,-79.580605,file: img-297,,,,,,,,,Panama,rb_latin_america,9.0,product
Tue May 24 2022 00:17:39 GMT+0000 (Coordinated Universal Time),Tue May 24 2022 00:17:39,4818,Thermal,,Thermoelectric Plant - Isla Chepillo,AccLab Panama,Contributor 229,"The island of Chepillo, located 3 km south of the mouth of the Bayano River and made up of more than 255 inhabitants, is illuminated by 123 kW of firm power assembled by 2 Caterpillar DE50 units and a Perkins MP-45. One of ENSA's six isolated 4.16 kV distribution networks is the one that receives energy and power through 37.5 kVA single-phase transformers, brand RYMEL, with a delta-star connection. The 1.7 linear km of territory between end and end are characterized by 112 electricity consumption points and a maximum demand of 75 kW, which is normally reached on May 3, the date on which its devout people celebrate the festivity of the Cross.",Chepillo | Island Power (ipsa.energy),,,,,,x,x,,"Proven implementationof product, serviceor process at scale","It has been diffused in 18 isolated areas of Panama. We could get user-feedback, but it is unclear how.",,,"Yes, as this solution is deployed under a contract from the distributions company, maybe an expansion would require the navigation of the current contract/national regulations and the capacity of the company to expand. However, the equipment they use is imported, it is not manufactured in Panama.",7.0,,,,,energy,,,,,8.95290596,-79.129028,file: img-580,file: img-581,,,,,,,,Panama,rb_latin_america,9.0,product
Tue May 24 2022 00:44:04 GMT+0000 (Coordinated Universal Time),Tue May 24 2022 00:44:04,4819,Thermal,,Thermoelectric plant - Otoque Island,AccLab Panama,Contributor 230,"Otoque, an island belonging to the district of Taboga and whose economy is supported by agriculture and fishing activities, is made up of two districts located at opposite ends of the island, Otoque East and Otoque West. The generation plant that supplies the entire island and provides a reliable electricity system to more than 200 customers through two new generators with soundproof cabins and a Perkins generator, with which it adds 240 kW, is located in the Otoque Occidente sector. of installed power to supply a monthly load of about 60 kW through a combined 4.16 kV distribution network: two-phase to Otoque West and three-phase to Otoque East.",Otoque | Island Power (ipsa.energy),,,,No,,x,x,,"Proven implementationof product, serviceor process at scale","It has been diffused in 18 isolated areas of Panama. We could get user-feedback, but it is unclear how.",,,"Yes, as this solution is deployed under a contract from the distributions company, maybe an expansion would require the navigation of the current contract/national regulations and the capacity of the company to expand. However, the equipment they use is imported, it is not manufactured in Panama.",7.0,,,,,energy,private sector,,,,8.60189863,-79.594746,file: img-334,file: img-335,,,,,,,,Panama,rb_latin_america,9.0,product
Tue May 24 2022 01:03:40 GMT+0000 (Coordinated Universal Time),Tue May 24 2022 01:03:40,4820,Thermal,,Thermoelectric Plant - Isla San Miguel,AccLab Panama,Contributor 231,"The San Miguel plant has three generators, two of them new and recently installed, which guarantee 445 kW of firm power and deliver power to the entire island through a bank of single-phase transformers of 167 kVA per phase connected in delta-star for raise the generation voltage (480V) to the distribution voltage of 4.16kV. The more than 400 clients daily demand up to 160 kW in a residential type load profile but, due to their Christian devotion, it is common that during Holy Week and for the feast of their patron Saint Michael the Archangel (September 29) there is an increase in load that can reach more than 230 kW.",San Miguel | Island Power (ipsa.energy),,,,,,x,x,,"Proven implementationof product, serviceor process at scale","It has been diffused in 18 isolated areas of Panama. We could get user-feedback, but it is unclear how.",,,,7.0,,,,,energy,private sector,,,,8.45781268,-78.936982,file: img-203,,,,,,,,,Panama,rb_latin_america,9.0,product
Tue May 24 2022 01:11:53 GMT+0000 (Coordinated Universal Time),Tue May 24 2022 01:11:53,4821,Thermal,,Thermoelectric - Pedro Gonzalez Island,AccLab Panama,Contributor 232,"Island Power S.A. (IPSA) has developed an isolated system-type electric power supply plant to meet the demand needs of Pedro Gonzalez Island, which is located on the Pacific coast of the Republic of Panama. This is the 3rd largest island in the Las Perlas archipelago, which is a group of about 39 islands and 100 islets located in the heart of the Gulf of Panama, about 48 km from the coast of the isthmus and with a total area of 1,165 km².

The project has a maximum nominal capacity of 2,950 installed KVA (2,360KW), for a nominal frequency of 60Hertz. The power house building, with a perimeter area of ​​1,749.09 m2, contains 4 sets of Caterpillar engine generators, a control room, an over-current protection cabin, a DC power backup system rack and storage tanks.",https://ipsa.energy/,,,,,,,,,,,,,,,,,,,energy,private sector,,,,8.9953966,-79.580605,file: img-351,,,,,,,,,Panama,rb_latin_america,,
Tue May 24 2022 01:18:03 GMT+0000 (Coordinated Universal Time),Tue May 24 2022 01:18:03,4822,Thermal,,Thermoelectric - Taboga Island,AccLab Panama,Contributor 233,,,,,,,,,,,,,,,,7.0,,,,,energy,private sector,,,,8.79279689,-79.532776,file: img-492,,,,,,,,,Panama,rb_latin_america,,
Tue May 24 2022 01:21:48 GMT+0000 (Coordinated Universal Time),Tue May 24 2022 01:21:48,4823,Thermal,,Thermoelectric - Saboga Island,AccLab Panama,Contributor 234,"The islands of Saboga and Contadora, in the Gulf of Panama, are tourist centers with great biodiversity in the Las Perlas Archipelago. Five (5) 480-volt diesel-based internal combustion generators are responsible for providing electricity for them. This generation system also has two (2) medium voltage lines: one of them totally aerial with an extension of 543 m and the other combined with a double underwater circuit with an aerial line for a total extension of approximately 2.3 km. The entire system of medium voltage lines is protected by a tele-controlled digital protection disconnector equipment that responds to any type of disturbance in the system external to the generation plant, providing reliability, selectivity and event records for a complete analysis of the event. The average demand of this circuit is around 530 kW, but it reaches about 4 times its average capacity for times of high demand, typically at New Year's Eve parties where the tourist influx is very prominent. The installation has a total power of 3,950 kW.",https://ipsa.energy/,,,,,,x,x,,"Proven implementationof product, serviceor process at scale","It has been diffused in 18 isolated areas of Panama. We could get user-feedback, but it is unclear how.",,,"Yes, as this solution is deployed under a contract from the distributions company, maybe an expansion would require the navigation of the current contract/national regulations and the capacity of the company to expand. However, the equipment they use is imported, it is not manufactured in Panama.",7.0,,,,,energy,private sector,,,,8.62676332,-79.06002,file: img-436,file: img-437,,,,,,,,Panama,rb_latin_america,9.0,product
Tue May 24 2022 01:26:59 GMT+0000 (Coordinated Universal Time),Tue May 24 2022 01:26:59,4824,Thermal,,Thermoelectric - Nargana,AccLab Panama,Contributor 235,,,,,,,,,,,,,,,,7.0,,,,,energy,private sector,,,,9.4442179,-78.585351,file: img-439,,,,,,,,,Panama,rb_latin_america,,
Tue May 24 2022 01:32:54 GMT+0000 (Coordinated Universal Time),Tue May 24 2022 01:32:54,4825,Thermal,,Themoelectric Plant - Ro Azúcar,AccLab Panama,Contributor 236,,,,,,,,,,,,,,,,7.0,,,,,energy,private sector,,,,9.4309428,-78.626318,file: img-237,,,,,,,,,Panama,rb_latin_america,,
Tue May 24 2022 01:37:42 GMT+0000 (Coordinated Universal Time),Tue May 24 2022 01:37:42,4826,Solar,,Hybrid Plant - La Miel,AccLab Panama,Contributor 237,"The La Miel Microgrid Project began with the supply of energy in September 2018 through two diesel engines. With the plant in operation, the company undertook the conversion of the plant to a hybrid photovoltaic system - batteries - diesel engines, a project that culminated in June 2019 with the start of the supply of clean energy to the community, leaving the engines as a source of backup power. The project was executed with co-financing from the Inter-American Development Bank (IDB), through Loan Contract No. 3692/OC-PN ""Innovation Program for Social Inclusion and Productivity"", having been the Company benefited by the Program of Promotion of Research and Development of the National Secretariat of Science, Technology and Innovation (SENACYT).",https://ipsa.energy/,,,,,,x,x,,"Proven implementationof product, serviceor process at scale",It is the first example of a hybrid micro-grid in Panama that combines fossil fuels with a photovoltaic energy.,,More details could be found hereLa Miel | Island Power (ipsa.energy),,,,,,,energy,private sector,energy transitions,,,8.9953966,-79.580605,file: img-502,,,,,,,,,Panama,rb_latin_america,9.0,product
Tue May 24 2022 01:45:15 GMT+0000 (Coordinated Universal Time),Tue May 24 2022 01:45:15,4827,Thermal,,Thermoelectric Plant - Puerto Obalda,AccLab Panama,Contributor 238,,,,,,,,,,,,,,,,7.0,,,,,energy,private sector,,,,8.6672392,-77.419839,file: img-601,,,,,,,,,Panama,rb_latin_america,,
Tue May 24 2022 01:48:57 GMT+0000 (Coordinated Universal Time),Tue May 24 2022 01:48:57,4828,Thermal,,Thermoelectric Plants - Eastern Panama & Darien,AccLab Panama,Contributor 239,"In this case, we are including all the energy systems installed within the Darien province of Panama.",,,,,,,x,x,,"Proven implementationof product, serviceor process at scale","It has been diffused in 18 isolated areas of Panama - including the ones in this solution. We could get user-feedback, but it is unclear how.",,,"Yes, as this solution is deployed under a contract from the distributions company, maybe an expansion would require the navigation of the current contract/national regulations and the capacity of the company to expand. However, the equipment they use is imported, it is not manufactured in Panama.",,,,,,energy,private sector,,,,8.92136458,-78.398781,,,,,,,,,,Panama,rb_latin_america,9.0,product
Tue May 24 2022 01:56:27 GMT+0000 (Coordinated Universal Time),Tue May 24 2022 01:56:27,4829,Thermal,,Thermoelectric Plant - Isla Colon,AccLab Panama,Contributor 240,"The largest island in the Bocas del Toro archipelago, Isla Colon, has a plant that began operations on December 26, 2013 through a plug-and-play configuration of generators housed in 40-foot containers; 6 units in total, one of 1360 kW and the others of 1825 kW. The generators are connected by means of a step-up transformer to a 13.8 kV bar from which, through a three-phase recloser, energy is dispatched to this important area for more than 8,000 inhabitants of this tourist sector of the country, which also includes the Carenero islands. and Bastiments. Its average demand is almost 3000 kW and it increases more than 30% for times of high tourist influx, for example for the Sea Fair held between September 13 and 18.",,,,,,,x,x,,"Proven implementationof product, serviceor process at scale","It has been diffused in 18 isolated areas of Panama. We could get user-feedback, but it is unclear how.",,,"Yes, as this solution is deployed under a contract from the distributions company, maybe an expansion would require the navigation of the current contract/national regulations and the capacity of the company to expand. However, the equipment they use is imported, it is not manufactured in Panama.",7.0,,,,,energy,private sector,,,,9.34067218,-82.242107,file: img-225,,,,,,,,,Panama,rb_latin_america,9.0,product
Wed May 25 2022 04:38:51 GMT+0000 (Coordinated Universal Time),Wed May 25 2022 04:38:51,4835,Mechanical,,Maya Pedal,AccLab Panama,Contributor 241,"Apoyar la economa basica familiar suministrando Bicimaquinas, siendo una alternativa eficaz para el desarrollo rural de Guatemala.",http://www.mayapedal.org/,,,,,,x,,,,Se ha difundido a grupos que ocupan los productos. No hay feedback disponible,http://www.mayapedal.org/projects.es ,,,1.0,3.0,8.0,,,health and wellbeing,poverty,,,,14.62,-90.84417,file: img-505,file: img-506,,,,,,,,Panama,rb_latin_america,,product
Wed May 25 2022 06:14:04 GMT+0000 (Coordinated Universal Time),Wed May 25 2022 06:14:04,4837,Household application,x,Estufas Chispa,AccLab Panama,Contributor 242,"Es un fabricante de estufas de lena ubicado en Guatemala,ayudan ahorrar lena y vivir en casas saludables y libres de humo a familias Guatemaltecas.",http://www.estufaschispa.com/,,,,"1,450 - 1,750 quetzales",,x,x,,,"Se ha difundido, los feedback se encuentran disponibles en el instagram de la iniciativa.",https://www.instagram.com/estufaschispa,,,2.0,3.0,7.0,,,affordable energy,environmental education,gender equality,health and wellbeing,poverty,14.52639,-90.75972,file: img-216,file: img-217,,,,,,,,Panama,rb_latin_america,,product
Wed May 25 2022 06:43:48 GMT+0000 (Coordinated Universal Time),Wed May 25 2022 06:43:48,4838,Solar ,,Amigos de la Aldea,AccLab Panama,Contributor 243,Democratizar el acceso a energa solar para todos.Mejorar la calidad de vida de comunidades rurales a traves de soluciones practicas y accesibles de energa solar,https://www.amigosaldea.org/es/,,,,110 - 810 quetzales,,x,x,,,,,,,7.0,,,,,solar energy,,,,,36.4799342,-5.0420416,file: img-183,,,,,,,,,Panama,rb_latin_america,,product
Wed May 25 2022 07:40:18 GMT+0000 (Coordinated Universal Time),Wed May 25 2022 07:40:18,4839,Solar,,KINTEK,AccLab Panama,Contributor 244,"Distribucion energetica innovadora. Posee multiples productos, como la ""Ecomochila solar"" utilizada en areas rurales sin electricidad, para que los estudiantes puedan realizar sus tareas por la noche.",http://kintek.com.gt,,,,"7,390 - 10,599 quetzales",,x,x,,,,,,,7.0,8.0,9.0,,,renewable energy,solar energy,,,,14.305,-90.785,file: img-356,,,,,,,,,Panama,rb_latin_america,,product
Fri May 27 2022 04:41:00 GMT+0000 (Coordinated Universal Time),Fri May 27 2022 04:41:00,4899,Renewable general,,Ecocomal,AccLab Panama,Contributor 245,"El proposito es salvaguardar la vida, enfocarse en la creacion de productos alternativos de uso cotidiano, interactuando con el ambiente y sus ecosistemas, su enfoque va mas alla de vender productos, creen en la prevencion y conservacion de la vida. Se dedican al diseno, produccion, distribucion e implementacion de tecnologa alternativa, como estufas ecologicas, etc.",,,,x,,,x,x,,,Pocos comentarios de sus compradores.,https://www.facebook.com/ecocomal/reviews/?ref=page_internal,,,1.0,7.0,12.0,,,responsible consumption & production,,,,,14.5475521,-90.781226,file: img-487,file: img-488,,,,,,,,Panama,rb_latin_america,,product
Fri May 27 2022 04:59:50 GMT+0000 (Coordinated Universal Time),Fri May 27 2022 04:59:50,4900,Solar,,Paneles Solares,AccLab Panama,Contributor 246,Generacion o produccion energetica limpia,,,,,,x,,,,,,,,,7.0,,,,,clean energy,renewable energy,solar energy,,,15.5855545,-90.345759,,,,,,,,,,Panama,rb_latin_america,,prototype
Fri May 27 2022 05:07:42 GMT+0000 (Coordinated Universal Time),Fri May 27 2022 05:07:42,4901,Hydro,,Calentador de agua,AccLab Panama,Contributor 247,Soluciones caseras y/o comunitarias,,,,x,,x,,,,,,,,,7.0,,,,,solar water heater,,,,,15.5855545,-90.345759,,,,,,,,,,Panama,rb_latin_america,,prototype
Fri May 27 2022 05:14:07 GMT+0000 (Coordinated Universal Time),Fri May 27 2022 05:14:07,4902,Solar,,Paneles solares con gestion comunitaria,AccLab Panama,Contributor 248,Soluciones caseras y/o comunitarias,,,,x,,x,,,,,,,,,7.0,,,,,clean energy,energy,renewable energy,solar energy,,15.5855545,-90.345759,,,,,,,,,,Panama,rb_latin_america,,prototype
Fri May 27 2022 05:35:16 GMT+0000 (Coordinated Universal Time),Fri May 27 2022 05:35:16,4904,Renewable general,,Programa de Resiliencia Energetica Comunitaria,AccLab Panama,Contributor 249,"Iluminando el Futuro es una iniciativa que nace en el 2017 con el proposito de educar y promover el aprovechamiento y acortar la brecha de las energas renovables con un enfoque hacia las comunidades de difcil acceso mediante el desarrollo de diversos proyectos, programas, servicios y productos; impactando en cinco areas esenciales: la educacion, electrificacion rural, jovenes, agricultura, agua y saneamiento. Teniendo como principios y guas fundamentales los objetivos de desarrollo sostenible, como base para la formulacion de soluciones.",www.iluminandoelfuturo.com,,,x,,,x,,,,,,,,4.0,7.0,,,,access to education,quality education,renewable energy,,,8.9936,-79.51973,file: img-350,,,,,,,,,Panama,rb_latin_america,,product
Fri May 27 2022 05:52:14 GMT+0000 (Coordinated Universal Time),Fri May 27 2022 05:52:14,4905,Solar,,FUJEM 2020 (Fundacion Mujeres 2020),AccLab Panama,Contributor 250,Nuevos modelos de negocio para mayor accesibilidad a poblaciones en condiciones vulnerables.Paneles solares y molinos de viento.,https://www.instagram.com/mujeres.emprendedoras.2020/,,,x,,,,,,,,,,,4.0,7.0,10.0,,,solar energy,women empowerment,,,,8.9953966,-79.580605,file: img-346,,,,,,,,,Panama,rb_latin_america,,
Fri May 27 2022 06:14:50 GMT+0000 (Coordinated Universal Time),Fri May 27 2022 06:14:50,4907,Renewable general,,Energa Eolica e Hdrica,AccLab Panama,Contributor 251,New business modelos to increase accessibility for vulnerable populations,,,x,x,,x,,,,,,,,,7.0,9.0,11.0,,,renewable energy,solar energy,,,,8.9953966,-79.580605,,,,,,,,,,Panama,rb_latin_america,,prototype
Sat May 28 2022 02:07:17 GMT+0000 (Coordinated Universal Time),Sat May 28 2022 02:07:17,4922,Renewable general,,Iluminando tu Futuro,AccLab Panama,Contributor 252,"Develop and execute projects that provide access to the necessary knowledge for the use and advantage of renewable energies
",https://www.iluminandoelfuturo.com/#proyecto,x,,x,,,,,,"Not focused in technology, but models","Little, mostly one community.",,,"Mostly focused on training, so not that difficult to diffuse knowledge",3.0,4.0,7.0,,,clean energy,sustainable energy,,,,8.77023003,-80.145622,file: img-182,,,,,,,,,Panama,rb_latin_america,6.0,
Sat May 28 2022 02:16:47 GMT+0000 (Coordinated Universal Time),Sat May 28 2022 02:16:47,4923,Renewable general,,Solubrite,AccLab Panama,Contributor 253,"Solubrite's mission is to provide safe, clean and affordable lighting to rural people in Central America.",https://solubrite.com/nosotros/,,,,,,,x,,,,,,,7.0,8.0,,,,clean energy,energy,solar energy,,,8.43093706,-82.424145,file: img-390,,,,,,,,,Panama,rb_latin_america,,
Wed Jun 08 2022 09:16:36 GMT+0000 (Coordinated Universal Time),Wed Jun 08 2022 09:16:36,5048,Renewable general,,Acciona,AccLab Panama,Contributor 254,"Nuestro objetivo es facilitar acceso a formas modernas de energa a personas de bajos ingresos en comunidades rurales panamenas, donde no hay expectativa de que llegue el servicio electrico con otros metodos. Para ello, suministramos sistemas fotovoltaicos domiciliarios de tercera generacion (SFD3G). Ademas, hemos extendido la red de Centros Luz en Casa a la comarca Ngäbe-Bugle, para que emprendedores locales que ya regentaban su negocio en poblaciones de referencia ofrezcan atencion de proximidad a la poblacion beneficiaria.

Hay mas de 50 comunidades beneficiarias, aunque no hemos podido ubicar exactamente cuales son.",https://www.acciona.org/es/panama/actuacion/?_adin=02021864894,,,x,,,,x,,,"It's been defused mostly in the Comarca Ngäbe Bugle, an indigenous territory in West Panama.",https://www.youtube.com/embed/TI-WpG7jB8o,,,7.0,8.0,13.0,,,inclusive economic development,solar energy,,,,8.8187457,-81.782082,file: img-533,,,,,,,,,Panama,rb_latin_america,,
Thu Nov 12 2020 06:50:39 GMT+0000 (Coordinated Universal Time),Thu Nov 12 2020 06:50:39,2287,Household application,,Extending Ice Storage,AccLab Philippines,Contributor 255,"Opaw Ice 4 Sale shares their techniques in keeping their blocks of Ice frozen even 2 more days than usual time it stays in solid state inside their Storage Facility.

He said that the secret lies in their piling of the ice. Unlike the practice in the Ice plants and other Storage Facilities, the block are piled vertically upright position, they do it in a horizontal position. Moreover, they pile the blocks side by side, eliminating the space in between them. This prevents air to get in between which speeds up the melting of ice. Considering that the facility is purely constructed from concrete, they cover the ice with layers of plastic bags which also aid in slowing the melting of ice.

This makes Opaw Ice 4 Sale one standout in innovation.

The need to extend shelf / storage life of ice blocks.

For ice retailers who are looking to extend ice blocks shelf life.

A. The staff of this ice storage facility are unconscious that they have been applying principles of thermodynamics. This is evidence by their unique way of piling ht e blocks of ice inside the storage room. Unlike the usual practice where the blocks are positioned vertically upright- they pile the ice horizontally. This is done to keep the ice from getting too much exposure from the heat on the room's ceiling. Since the facility is made up of full concrete, the walls and ceilings absorb the sun's energy , hence the nearer the ice is to the ceiling the faster it melts.

B. The usual practice of piling them often creates gaps and spaces in between the blocks. With their innovation, they pile the ice side by side, closely to each other, thereby eliminating the spaces. This keeps air from getting out in between the spaces which speeds up the melting process.

C. Since the facility is made up of full concrete, heat is absorbed and the inside is basically, warm, hot or humid. So, to delay the melting process of ice, they cover the pile with layers of thick plastic bags so as to reduce the penetration of heat. This also more sanitary than the use of rice hulls which was an old practice of delaying the melting of ice.

Other Ice Storage Facilities in other place


","https://drive.google.com/open?id=1ByaqwHRJA2kDkQ_9J1_bfI-FIIK6jXFQ, https://drive.google.com/open?id=1UmnmxFPozQQ68NjrpL1aoMLhZ5T5yr2s, https://drive.google.com/open?id=1LkvBc5FnbnFtqrsVh-UnmBzuHUm6-dsD",x,,,,,x,x,,,,,,,1.0,8.0,,,,Entrepreneurship,,,,,7.0817633,125.62331,file: img-424,,,,,,,,,Philippines,rb_asia_pacific,,product
Mon May 16 2022 13:43:21 GMT+0000 (Coordinated Universal Time),Mon May 16 2022 13:43:21,4744,Solar,,JM JULIEN DUSHIMIMANA,AccLab Rwanda,Contributor 256,"Electrical energy from utility (grid) in Rwanda is expensive and not enough. People do not believe in solar energy technology due to its intermittence. This solution is to connect solar energy to utility using a device called 'RIGHT LAMP AUTOMATIC CHANGEOVER SWITCH'. The solar energy use is the priority source of energy. From this, electrical energy use will be enough as users are to generate their own electricity. The PV-Grid system reduces electricity price between 80% to 100% and Rwandans will be able to cook using electricity which is the strongest solution to environment degradation.",www.rlsgl.rw,,x,x,"50,000 FRW/KW equivalent to 52$",x,,,x,,The YouTube video below captures the end user feedback.,https://www.youtube.com/embed/P1nUFNrlrog,"The system saves between 80% and 100% of electricity price. During the innovator's thesis, he used the prototype on one electrical shop as a sample. The results revealed that 97.5% of energy from solar was used meaning that the energy tariff reduced by 97.5% in that shop.",Capital to make it a product ready for the market.,7.0,9.0,,,,affordable energy,innovation,,,,-1.950851,30.061507,file: img-483,,,,,,,,,Rwanda,rb_africa,,prototype
Wed May 18 2022 08:15:03 GMT+0000 (Coordinated Universal Time),Wed May 18 2022 08:15:03,4790,Thermal,x,MUNGUAKONKWA TAKA HUBERT,AccLab Rwanda,Contributor 257,"Problem: Waste management issues and access to clean cooking. Solution :Make a briquette at high ration made from waste(paper, card board.)",,,x,x,The prices are affordable but still under discussion.,x,,,x,"TRL 5, Technology development.",The briquette prototype is already under test and we are receiving positive feedback from our future clients.,,"From the test done at RSB/Rwanda, the briquette has almost the calorific value like charcoal but twice cheaper than it. ",,,,,,,,,,,,-1.8859597,30.1296751,file: img-1,file: img-2,,,,,,,,Rwanda,rb_africa,5.0,prototype
Wed May 18 2022 09:28:12 GMT+0000 (Coordinated Universal Time),Wed May 18 2022 09:28:12,4792,Household application,x,Ineza Divine Douce,AccLab Rwanda,Contributor 258,"According to Rwanda Energy Group(REG), 80% of Rwandans rely on fire wood which leads to Deforestation and respiratory diseases. As the cost LPG is quite high and not available in small packages, it is complicated for low income earners to afford. This is why NGWINO UREBE GAZ STOVE was made. It transforms any Petroleum Product into LPG.",,x,,x,20$ per stove,x,,,x,Prototype Demonstration in operation Environment,Rewarded By RWANDA EDUCATION BOARD and chosen by Grid Innovation Incubation Hub as a promising project.,https://www.newtimes.co.rw/news/cornerstone-students-win-science-competition,47% Cheaper than current stoves. ,,3.0,7.0,9.0,12.0,,clean cooking,health and environment,innovation,innovation challenges,stove,-1.8859597,30.1296751,file: img-44,file: img-45,,,,,,,,Rwanda,rb_africa,6.0,prototype
Wed May 18 2022 09:56:58 GMT+0000 (Coordinated Universal Time),Wed May 18 2022 09:56:58,4795,Solar ,,KWIZERA Ildephonse,AccLab Rwanda,Contributor 259,,,x,,x,"500,000 FRW equivalent to 515$.",x,,,x,Prototype.,Still working on it,,"If implemented, it will reduce energy losses due climate change and confirms growth of electricity production as an essential part of our day to day life.",,3.0,7.0,9.0,13.0,,reneweable energy,clean energy,innovation,,,-1.9854367,30.1036335,file: img-393,,,,,,,,,Rwanda,rb_africa,6.0,prototype
Wed May 18 2022 10:51:34 GMT+0000 (Coordinated Universal Time),Wed May 18 2022 10:51:34,4796,Household application,x,Jean Claude Bizumuremyi.,AccLab Rwanda,Contributor 260,"The purpose of this solution is to address lack of clean cooking energy in Rwanda where more than 90% of households still rely on polluting traditional biomass-based cooking like firewood and charcoal. These inefficient cooking methods reduce the country's forest cover, generate indoor air pollution that causes respiratory diseases associated with 1.6 million deaths globally every year and together with decomposing organic wastes dumped in landfills generates greenhouse gases contributing to climate instability",http://boitech.vrt.rw,x,,x,"500,000 FRW / 515$",x,,,x,"(TRL.6), the solution has a functional prototype.","A market research was conducted and it showed that at least 50 households, that is 85% liked the product and showed willingness to pay for it.",,"Compared to existing clean cooking energy solutions like biogas system, this solution is cheaper with the cost reduction of about 40%-70% of traditional biogas system.",,7.0,9.0,13.0,,,energy,technology,waste for livelihoods,waste reduction,,-1.9854367,30.1036335,file: img-428,,,,,,,,,Rwanda,rb_africa,6.0,prototype
Tue Oct 06 2020 16:26:27 GMT+0000 (Coordinated Universal Time),Tue Oct 06 2020 16:26:27,1674,Renewable general,,Design Cube Eco-Friendly Housing,AccLab Sierra Leone,Contributor 261,"Design Cube are into transforming of shipping Containers to an Office space, Residential and for other commercial purposes using local materials.  We design the containers to be self-sustainable by generating its own power with the use of solar panels on top, which help to cool the interior and generate electrical energy.  The innovation encourages afforestation, whereby constructing a container homes for example does not involve large scale cutting down of trees and soil excavation like for regular structures.

",,,,,,,,,,,,,,,9.0,11.0,,,,circular economy,environment friendly,sustainable urbanisation,,,8.47188945,-13.224991,file: img-177,file: img-178,file: img-179,file: img-180,,,,,,Sierra Leone,rb_africa,,
Wed Oct 07 2020 08:23:43 GMT+0000 (Coordinated Universal Time),Wed Oct 07 2020 08:23:43,1707,Solar ,,Solar and Windmill Hybrid Electrification System,AccLab Sierra Leone,Contributor 262,"Our technology SoWind(solar & windmill combine) uses sun light and wind to power homes and small businesses in rural communities. We install this technology to provide cheap and affordable electricity for the less privilege citizens of Sierra Leone, the combination of the solar and windmill makes the systems more effective because it works during the day and night.",,,,,,,,,,,,,,,,,,,,energy,environment friendly,,,,8.48360466,-13.236323,file: img-249,file: img-250,file: img-251,,,,,,,Sierra Leone,rb_africa,,
Tue Oct 06 2020 19:15:22 GMT+0000 (Coordinated Universal Time),Tue Oct 06 2020 19:15:22,1685,Thermal,,Fuel free generator,AccLab Sierra Leone,Contributor 263,"Fuel free generator

Produces electricity power with no fuel, no CO2 emission, no oil required and no sun light.

",,,,,,,,,,,,,,,7.0,,,,,energy,,,,,8.3346072,-13.049655,file: img-77,file: img-78,,,,,,,,Sierra Leone,rb_africa,,
Tue Oct 06 2020 16:42:39 GMT+0000 (Coordinated Universal Time),Tue Oct 06 2020 16:42:39,1678,Household application,x,Energy Efficient Stove,AccLab Sierra Leone,Contributor 264,"An improved and efficient cooking stove created out of clay that is fitted with material that retains heat and therefore uses less charcoal. It has a side fan that helps fan the fire easily. This will help reduce deforestation, enhance less cooking time and less labour to control the fire.

",,,,,,,,,,,,,,,7.0,12.0,,,,deforestation,energy,,,,8.38834989,-13.146504,file: img-207,file: img-208,,,,,,,,Sierra Leone,rb_africa,,
Wed Oct 07 2020 15:58:04 GMT+0000 (Coordinated Universal Time),Wed Oct 07 2020 15:58:04,1738,Household application,x,Energy Efficient Stoves,AccLab Sierra Leone,Contributor 265,"The stoves are made out of clay, rice husk, sawdust and sand. 

The design of the stove allows for less biomass to be used during cooking

",,,,,,,,,,,,,,,12.0,13.0,,,,deforestation,energy,environment friendly,,,8.48434746,-13.250005,file: img-381,file: img-382,,,,,,,,Sierra Leone,rb_africa,,
